oshwaUid,country,projectName,primaryType,hardwareLicense,softwareLicense,documentationLicense,certificationDate,stars,forks,watchers,directoryUrl
US000825,United States of America,LilyPad Light Sensor,Electronics,CERN,MIT,CC BY-SA,2020-12-14T00:00-05:00,3,1,1,https://certification.oshwa.org/US000825
US000894,United States of America,LilyPad LilyMini ProtoSnap,Electronics,CERN,MIT,CC BY-SA,2020-12-17T00:00-05:00,3,1,1,https://certification.oshwa.org/US000894
US000944,United States of America,LilyPad Pixel Board,Electronics,CERN,MIT,CC BY-SA,2021-01-08T00:00-05:00,3,1,1,https://certification.oshwa.org/US000944
US002375,United States of America,LilyPad ProtoSnap Plus,Electronics,CERN,MIT,CC BY-SA,2023-06-30T00:00-04:00,3,1,1,https://certification.oshwa.org/US002375
US000931,United States of America,LilyPad Reed Switch,Electronics,CERN,MIT,CC BY-SA,2020-12-18T00:00-05:00,3,1,1,https://certification.oshwa.org/US000931
US000768,United States of America,LilyPad RGB LED,Electronics,CERN,MIT,CC BY-SA,2020-12-04T00:00-05:00,3,1,1,https://certification.oshwa.org/US000768
US000968,United States of America,LilyPad Simple Power,Electronics,CERN,MIT,CC BY-SA,2021-01-08T00:00-05:00,3,1,1,https://certification.oshwa.org/US000968
US000824,United States of America,Lilypad USB Plus,Electronics,CERN,MIT,CC BY-SA,2020-12-14T00:00-05:00,3,1,1,https://certification.oshwa.org/US000824
US000980,United States of America,LilyPad XBee,Electronics,CERN,MIT,CC BY-SA,2021-01-08T00:00-05:00,3,1,1,https://certification.oshwa.org/US000980
US001035,United States of America,LilyTiny,Electronics,CERN,MIT,CC BY-SA,2021-01-19T00:00-05:00,3,1,1,https://certification.oshwa.org/US001035
US001034,United States of America,LilyTwinkle,Electronics,CERN,MIT,CC BY-SA,2021-01-19T00:00-05:00,3,1,1,https://certification.oshwa.org/US001034
US001018,United States of America,LilyTwinkle ProtoSnap,Electronics,CERN,MIT,CC BY-SA,2021-01-19T00:00-05:00,3,1,1,https://certification.oshwa.org/US001018
HR000076,Croatia,LIN Transceiver NCV7329 MASTER breakout,Electronics,TAPR,GPL,CC BY-SA,2023-06-09T00:00-04:00,3,1,1,https://certification.oshwa.org/HR000076
HR000077,Croatia,LIN Transceiver NCV7329 SLAVE breakout,Electronics,TAPR,GPL,CC BY-SA,2023-06-09T00:00-04:00,3,1,1,https://certification.oshwa.org/HR000077
FR000009,France,LinkyLink,IOT,CERN,GPL,CC BY,2020-03-11T00:00-04:00,3,1,1,https://certification.oshwa.org/FR000009
US001045,United States of America,LiPower - Boost Converter,Electronics,CERN,MIT,CC BY-SA,2021-01-19T00:00-05:00,3,1,1,https://certification.oshwa.org/US001045
CA000046,Canada,LipSync,Other,CERN-OHL-W-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,2024-02-09T00:00-05:00,3,1,1,https://certification.oshwa.org/CA000046
FR000016,France,lit3-32 ultrasound board,Science,TAPR,GPL,CC BY-SA,2021-04-02T00:00-04:00,3,1,1,https://certification.oshwa.org/FR000016
US000062,United States of America,Little Driver,3D Printing,Other,Other,CC BY-SA,2017-01-17T00:00-04:00,3,1,1,https://certification.oshwa.org/US000062
LU000001,Luxembourg,Little Green House,Agriculture,CERN-OHL-S-2.0,GPL-3.0-only,CC-BY-SA-4.0,2025-06-26T00:00-04:00,3,1,1,https://certification.oshwa.org/LU000001
US000060,United States of America,LittleRP,3D Printing,Other,Other,CC BY-SA,2017-01-27T00:00-04:00,3,1,1,https://certification.oshwa.org/US000060
US000054,United States of America,Lixie Display,Electronics,Other,No software,Other,2016-12-10T00:00-04:00,3,1,1,https://certification.oshwa.org/US000054
US002515,United States of America,LM3671 3.3V Buck Converter Breakout  - 3.3V Output 600mA Max,Electronics,Other,MIT,CC BY-SA,2023-09-14T00:00-04:00,3,1,1,https://certification.oshwa.org/US002515
HR000017,Croatia,Load-cell ampfilier HX711 board,Electronics,TAPR,No software,CC BY-SA,2023-03-03T00:00-05:00,3,1,1,https://certification.oshwa.org/HR000017
HR000075,Croatia,Load-cell amplifier HX711 with easyC,Electronics,TAPR,GPL,CC BY-SA,2023-06-09T00:00-04:00,3,1,1,https://certification.oshwa.org/HR000075
US000088,United States of America,LoFive,Electronics,CERN,GPL,Other,2017-11-18T00:00-04:00,3,1,1,https://certification.oshwa.org/US000088
HR000035,Croatia,Logic level converter board,Electronics,TAPR,No software,CC BY-SA,2023-03-09T00:00-05:00,3,1,1,https://certification.oshwa.org/HR000035
HR000027,Croatia,Logic level converter generic TXB0104 breakout,Electronics,TAPR,No software,CC BY-SA,2023-03-03T00:00-05:00,3,1,1,https://certification.oshwa.org/HR000027
HR000026,Croatia,Logic level converter I2C TXS0104 breakout,Electronics,TAPR,No software,CC BY-SA,2023-03-03T00:00-05:00,3,1,1,https://certification.oshwa.org/HR000026
US002059,United States of America,Long Hammock,Other,Other,No software,CC BY-SA,2021-11-30T00:00-05:00,3,1,1,https://certification.oshwa.org/US002059
US002236,United States of America,LoRa 1W Breakout - 915M30S,Electronics,CERN,MIT,CC BY-SA,2023-05-21T00:00-04:00,3,1,1,https://certification.oshwa.org/US002236
TW000001,Taiwan,LoRa Gateway,IOT,Other,MIT,Other,2018-06-13T00:00-04:00,3,1,1,https://certification.oshwa.org/TW000001
UK000026,United Kingdom,LoRa Gateway mPCIe Module (SX1302/3),IOT,Other,Apache,CC BY,2021-03-18T00:00-04:00,3,1,1,https://certification.oshwa.org/UK000026
UA000004,Ukraine,LoraType,Electronics,Solderpad,Apache,GPL-3.0-or-later,2023-03-03T00:00-05:00,3,1,1,https://certification.oshwa.org/UA000004
IN000027,India,Low Power nrf52 Weighing Scale,IOT,CERN,MIT,CC 0,2021-05-27T00:00-04:00,3,1,1,https://certification.oshwa.org/IN000027
CH000022,Switzerland,"Low-Cost Glass Crusher for Cape Maclear, Malawi: Design, Maintenance, Operation, and Results",Environmental,CC-BY-4.0,No software,CC-BY-4.0,2024-05-24T00:00-04:00,3,1,1,https://certification.oshwa.org/CH000022
MX000037,Mexico,Low-cost portable  H₂S sensor,Environmental,MIT,MIT,CC-BY-4.0,2025-10-24T00:00-04:00,3,1,1,https://certification.oshwa.org/MX000037
HR000084,Croatia,"LPG, Butane sensor MQ6 breakout",Electronics,TAPR,GPL,CC BY-SA,2023-06-09T00:00-04:00,3,1,1,https://certification.oshwa.org/HR000084
HR000094,Croatia,"LPG, Butane sensor MQ6 breakout with easyC",Electronics,TAPR,GPL,CC BY-SA,2023-06-10T00:00-04:00,3,1,1,https://certification.oshwa.org/HR000094
US002600,United States of America,M.E.S.S.I Basic,Electronics,CERN-OHL-S-2.0,No software,CERN-OHL-S-2.0,2024-01-22T00:00-05:00,3,1,1,https://certification.oshwa.org/US002600
IN000029,India,M19O2,Other,CERN-OHL-S-2.0,MIT,CC BY,2021-08-23T00:00-04:00,3,1,1,https://certification.oshwa.org/IN000029
DE000146,Germany,M5_COMMS,Agriculture,CC-BY-SA-4.0,Apache,CC-BY-SA-4.0,2024-08-15T00:00-04:00,3,1,1,https://certification.oshwa.org/DE000146
GR000009,Greece,MA7xx Breakout,Electronics,CERN-OHL-1.2,MIT,Other,2024-04-05T00:00-04:00,3,1,1,https://certification.oshwa.org/GR000009
UK000078,United Kingdom,Magnet PCB Clamps,Manufacturing,CERN-OHL-S-2.0,No software,CERN-OHL-S-2.0,2025-08-07T00:00-04:00,3,1,1,https://certification.oshwa.org/UK000078
MX000019,Mexico,MagSpoof,Tool,CERN,LGPL,CC BY-SA,2020-09-12T00:00-04:00,3,1,1,https://certification.oshwa.org/MX000019
IN000080,India,Makerville Badge,Electronics,CERN-OHL-P-2.0,CERN-OHL-P-2.0,CERN-OHL-P-2.0,2025-11-06T00:00-05:00,3,1,1,https://certification.oshwa.org/IN000080
UK000063,United Kingdom,Manta ray active vacuum tag,Enclosure,CERN-OHL-1.2,No software,GPL,2024-06-13T00:00-04:00,3,1,1,https://certification.oshwa.org/UK000063
IN000031,India,MAP6,Education,CERN-OHL-1.2,No software,CC BY,2021-10-29T00:00-04:00,3,1,1,https://certification.oshwa.org/IN000031
US002063,United States of America,Martin Bug Net,Other,Other,No software,Other,2021-12-03T00:00-05:00,3,1,1,https://certification.oshwa.org/US002063
UK000074,United Kingdom,Mathpad,Science,CERN-OHL-S-2.0,GPL-3.0-only,CC-BY-SA-4.0,2025-04-11T00:00-04:00,3,1,1,https://certification.oshwa.org/UK000074
IT000027,Italy,MAUS,Electronics,GPL-3.0-only,GPL-3.0-only,GPL-3.0-only,2026-01-08T00:00-05:00,3,1,1,https://certification.oshwa.org/IT000027
FR000014,France,MAX14866 devkit,Electronics,CERN,No software,CC BY-SA,2021-04-02T00:00-04:00,3,1,1,https://certification.oshwa.org/FR000014
IT000008,Italy,MAX8815 step up converter board,Electronics,Other,No software,Other,2022-01-14T00:00-05:00,3,1,1,https://certification.oshwa.org/IT000008
LK000006,Sri Lanka,MAXIII - 24-bit Stereo Audio DAC,Electronics,Other,MIT,CC BY,,3,1,1,https://certification.oshwa.org/LK000006
UK000009,United Kingdom,Media Center HAT,Electronics,Other,Other,CC BY-SA,2020-06-05T00:00-04:00,3,1,1,https://certification.oshwa.org/UK000009
AU000013,Australia,MEGA65 MK-II Keyboard PCB,Electronics,CC-BY-SA-4.0,No software,CC-BY-SA-4.0,2022-10-31T00:00-04:00,3,1,1,https://certification.oshwa.org/AU000013
US000056,United States of America,Meggy Jr RGB,Education,Other,GPL,Other,2016-12-27T00:00-04:00,3,1,1,https://certification.oshwa.org/US000056
MX000003,Mexico,Meow Meow,Electronics,CERN,GPL,Other,2018-05-18T00:00-04:00,3,1,1,https://certification.oshwa.org/MX000003
MX000021,Mexico,MEOW MEOW MINI,Education,CERN,LGPL,CC BY-SA,2020-09-19T00:00-04:00,3,1,1,https://certification.oshwa.org/MX000021
HR000082,Croatia,"Methane, CNG sensor MQ4 breakout",Electronics,TAPR,GPL,CC BY-SA,2023-06-09T00:00-04:00,3,1,1,https://certification.oshwa.org/HR000082
HR000092,Croatia,"Methane, CNG sensor MQ4 breakout with easyC",Electronics,TAPR,GPL,CC BY-SA,2023-06-10T00:00-04:00,3,1,1,https://certification.oshwa.org/HR000092
MX000023,Mexico,MICRO BATTERY CHARGER CROQUETTE,Tool,CERN,LGPL,CC BY-SA,2020-09-19T00:00-04:00,3,1,1,https://certification.oshwa.org/MX000023
US000624,United States of America,micro-joystick,Science,CERN,No software,CC BY-SA,2020-05-23T00:00-04:00,3,1,1,https://certification.oshwa.org/US000624
SE000030,Sweden,microLind (µLInd),Electronics,CERN-OHL-P-2.0,MIT,CC-BY-4.0,2025-08-15T00:00-04:00,3,1,1,https://certification.oshwa.org/SE000030
US002347,United States of America,MicroMod CAN Bus Function Board,Electronics,CERN,MIT,CC BY-SA,2023-06-14T00:00-04:00,3,1,1,https://certification.oshwa.org/US002347
HR000042,Croatia,microSD breakout,Electronics,TAPR,No software,CC BY-SA,2023-03-09T00:00-05:00,3,1,1,https://certification.oshwa.org/HR000042
HR000020,Croatia,MicroUSB female connector breakout,Electronics,TAPR,No software,CC BY-SA,2023-03-03T00:00-05:00,3,1,1,https://certification.oshwa.org/HR000020
AT000006,Austria,Mini SiD,Science,GPL-3.0-or-later,GPL-3.0-or-later,GPL-3.0-or-later,2023-04-18T00:00-04:00,3,1,1,https://certification.oshwa.org/AT000006
AT000007,Austria,Mini SiD,Science,GPL-3.0-or-later,GPL-3.0-or-later,GPL-3.0-or-later,2023-11-27T00:00-05:00,3,1,1,https://certification.oshwa.org/AT000007
AT000004,Austria,Mini SiD,Science,GPL-3.0-or-later,GPL-3.0-or-later,GPL-3.0-or-later,2023-02-24T00:00-05:00,3,1,1,https://certification.oshwa.org/AT000004
DE000159,Germany,Mini-Bumblebee,Robotics,MIT,MIT,MIT,2025-10-24T00:00-04:00,3,1,1,https://certification.oshwa.org/DE000159
DE000093,Germany,mini::base (revoked),Electronics,CERN,MIT,CC BY-SA,2020-11-13T00:00-05:00,3,1,1,https://certification.oshwa.org/DE000093
DE000107,Germany,mini::bike (revoked),Electronics,CERN,MIT,CC BY-SA,2021-04-15T00:00-04:00,3,1,1,https://certification.oshwa.org/DE000107
DE000095,Germany,mini::grid (revoked),Electronics,CERN,MIT,CC BY-SA,2020-11-13T00:00-05:00,3,1,1,https://certification.oshwa.org/DE000095
DE000106,Germany,mini::lab (revoked),Electronics,CERN,MIT,CC BY-SA,2021-04-15T00:00-04:00,3,1,1,https://certification.oshwa.org/DE000106
DE000094,Germany,mini::out (revoked),Electronics,CERN,MIT,CC BY-SA,2020-11-13T00:00-05:00,3,1,1,https://certification.oshwa.org/DE000094
DE000096,Germany,mini::pit (revoked),Electronics,CERN,MIT,CC BY-SA,2020-11-13T00:00-05:00,3,1,1,https://certification.oshwa.org/DE000096
US002541,United States of America,MiniPOV 4 Kit - DIY Full-Color POV and Light Painting Kit - v4.0,Electronics,Other,MIT,CC BY-SA,2023-10-06T00:00-04:00,3,1,1,https://certification.oshwa.org/US002541
HR000008,Croatia,MIO168 Mixed I/O module,Electronics,TAPR,GPL,CC BY-SA,2021-10-07T00:00-04:00,3,1,1,https://certification.oshwa.org/HR000008
GR000012,Greece,ML101,Robotics,MIT,No software,MIT,2026-01-30T00:00-05:00,3,1,1,https://certification.oshwa.org/GR000012
DE000017,Germany,MNT Reform,Electronics,CERN,GPL,CC BY-SA,2020-04-13T00:00-04:00,3,1,1,https://certification.oshwa.org/DE000017
BG000013,Bulgaria,MOD-WIFI-ESP8266,IOT,Other,No software,Other,2018-09-15T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000013
BG000014,Bulgaria,MOD-WIFI-ESP8266-DEV,IOT,Other,No software,Other,2018-09-15T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000014
BE000019,Belgium,Module17,Electronics,CERN-OHL-W-2.0,GPL-3.0-only,CERN-OHL-W-2.0,2024-06-21T00:00-04:00,3,1,1,https://certification.oshwa.org/BE000019
US002628,United States of America,MOJOFESTO DIY Boombox,Sound,CERN-OHL-W-2.0,No software,CC BY-SA,2024-04-26T00:00-04:00,3,1,1,https://certification.oshwa.org/US002628
CA000052,Canada,Moledcule Board,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-08-29T00:00-04:00,3,1,1,https://certification.oshwa.org/CA000052
CA000053,Canada,Moledcule Plate,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-08-29T00:00-04:00,3,1,1,https://certification.oshwa.org/CA000053
CA000051,Canada,Moledcule Sanwa OBSF 30 LED PCB,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-08-29T00:00-04:00,3,1,1,https://certification.oshwa.org/CA000051
US002072,United States of America,Monster FDC,Electronics,CERN-OHL-S-2.0,GPL,CC BY-SA,2022-01-28T00:00-05:00,3,1,1,https://certification.oshwa.org/US002072
US002666,United States of America,Moonrat Portable Incubator,Environmental,CERN-OHL-S-2.0,Other,CC-BY-SA-4.0,2024-08-15T00:00-04:00,3,1,1,https://certification.oshwa.org/US002666
US002337,United States of America,MOSFET Power Switch,Electronics,CERN,MIT,CC BY-SA,2023-06-06T00:00-04:00,3,1,1,https://certification.oshwa.org/US002337
US000268,United States of America,MOSTER FET,Electronics,Other,No software,Other,2020-04-09T00:00-04:00,3,1,1,https://certification.oshwa.org/US000268
PA000004,Panama,Mothbeam with Basic Housing,Science,CERN-OHL-W-2.0,No software,CC-BY-4.0,2025-10-31T00:00-04:00,3,1,1,https://certification.oshwa.org/PA000004
DE000156,Germany,MothBeam12V,Science,CERN-OHL-W-2.0,CERN-OHL-W-2.0,CERN-OHL-W-2.0,2025-07-02T00:00-04:00,3,1,1,https://certification.oshwa.org/DE000156
PA000003,Panama,Mothbox,Science,CERN-OHL-W-2.0,MIT,CC-BY-4.0,2025-05-15T00:00-04:00,3,1,1,https://certification.oshwa.org/PA000003
US000084,United States of America,Mouse,Electronics,Other,GPL,Other,2017-10-12T00:00-04:00,3,1,1,https://certification.oshwa.org/US000084
AU000021,Australia,Mouth Operated Mouse,Other,Other,MIT,Other,2025-07-10T00:00-04:00,3,1,1,https://certification.oshwa.org/AU000021
US000924,United States of America,MP3 Trigger,Electronics,CERN,MIT,CC BY-SA,2020-12-18T00:00-05:00,3,1,1,https://certification.oshwa.org/US000924
US000567,United States of America,MPL115A2 - I2C Barometric Pressure/Temperature Sensor,Electronics,Other,MIT,CC BY-SA,2020-05-08T00:00-04:00,3,1,1,https://certification.oshwa.org/US000567
US000666,United States of America,MPM3610 3.3V Buck Converter Breakout - 21V In 3.3V Out at 1.2A,Electronics,Other,MIT,CC BY-SA,2020-09-12T00:00-04:00,3,1,1,https://certification.oshwa.org/US000666
CN000020,China,mPython,Education,CERN-OHL-S-2.0,GPL-3.0-or-later,CC 0,2025-08-07T00:00-04:00,3,1,1,https://certification.oshwa.org/CN000020
GT000012,Guatemala,MQ-Sensors-IoT,IOT,CERN,GPL-3.0-or-later,CC-BY-4.0,2022-06-10T00:00-04:00,3,1,1,https://certification.oshwa.org/GT000012
TW000004,Taiwan,MSP430G2-Geiger-Counter,Science,Other,MIT,Other,2021-09-29T00:00-04:00,3,1,1,https://certification.oshwa.org/TW000004
TW000007,Taiwan,Multi-Functional-Controller,Other,CERN-OHL-W-2.0,No software,CC-BY-4.0,2025-06-26T00:00-04:00,3,1,1,https://certification.oshwa.org/TW000007
IN000044,India,Multipurpose Deep Learning-Powered UAV for Forest Fire Prevention and Emergency Response,Environmental,CC-BY-4.0,CC-BY-4.0,CC-BY-4.0,2023-02-14T00:00-05:00,3,1,1,https://certification.oshwa.org/IN000044
IN000053,India,muNico 32,Electronics,GPL-3.0-or-later,GPL-3.0-or-later,CC-BY-SA-4.0,2024-06-13T00:00-04:00,3,1,1,https://certification.oshwa.org/IN000053
IN000039,India,Muscle BioAmp Biscute,Science,CERN-OHL-S-2.0,MIT,CC-BY-4.0,2022-10-21T00:00-04:00,3,1,1,https://certification.oshwa.org/IN000039
IN000042,India,Muscle BioAmp Candy,Education,CERN-OHL-S-2.0,MIT,CC-BY-4.0,2023-01-18T00:00-05:00,3,1,1,https://certification.oshwa.org/IN000042
IN000043,India,Muscle BioAmp Shield,Education,CERN-OHL-S-2.0,MIT,CC-BY-4.0,2023-01-18T00:00-05:00,3,1,1,https://certification.oshwa.org/IN000043
US002128,United States of America,Museduino,Arts,CERN-OHL-S-2.0,MIT,CC BY,2022-10-05T00:00-04:00,3,1,1,https://certification.oshwa.org/US002128
UK000030,United Kingdom,My Baby's Got LED,IOT,CERN,MIT,CC BY-SA,2021-05-13T00:00-04:00,3,1,1,https://certification.oshwa.org/UK000030
UK000083,United Kingdom,My Bike's got LED,IOT,CERN-OHL-S-2.0,MIT,CC-BY-SA-4.0,2025-10-24T00:00-04:00,3,1,1,https://certification.oshwa.org/UK000083
UK000073,United Kingdom,My Bike's Got LED,IOT,CERN-OHL-S-2.0,MIT,CC-BY-SA-4.0,2025-02-25T00:00-05:00,3,1,1,https://certification.oshwa.org/UK000073
US000049,United States of America,Mycroft Mark 1,Sound,CERN,GPL,Other,2016-11-01T00:00-04:00,3,1,1,https://certification.oshwa.org/US000049
US002274,United States of America,MyoWare 2.0 Arduino Shield,Electronics,CERN,MIT,CC BY-SA,2023-05-22T00:00-04:00,3,1,1,https://certification.oshwa.org/US002274
US002271,United States of America,MyoWare 2.0 Cable Shield,Electronics,CERN,MIT,CC BY-SA,2023-05-22T00:00-04:00,3,1,1,https://certification.oshwa.org/US002271
US002272,United States of America,MyoWare 2.0 LED Shield,Electronics,CERN,MIT,CC BY-SA,2023-05-22T00:00-04:00,3,1,1,https://certification.oshwa.org/US002272
US002273,United States of America,MyoWare 2.0 Link Shield,Electronics,CERN,MIT,CC BY-SA,2023-05-22T00:00-04:00,3,1,1,https://certification.oshwa.org/US002273
US002324,United States of America,MyoWare 2.0 Muscle Sensor,Electronics,CERN,MIT,CC BY-SA,2023-05-25T00:00-04:00,3,1,1,https://certification.oshwa.org/US002324
US002275,United States of America,MyoWare 2.0 Power Shield,Electronics,CERN,MIT,CC BY-SA,2023-05-22T00:00-04:00,3,1,1,https://certification.oshwa.org/US002275
US000866,United States of America,MyoWare Cable Shield,Electronics,CERN,MIT,CC BY-SA,2020-12-16T00:00-05:00,3,1,1,https://certification.oshwa.org/US000866
US000911,United States of America,MyoWare LED Shield,Electronics,CERN,MIT,CC BY-SA,2020-12-17T00:00-05:00,3,1,1,https://certification.oshwa.org/US000911
US000918,United States of America,MyoWare Power Shield,Electronics,CERN,MIT,CC BY-SA,2020-12-17T00:00-05:00,3,1,1,https://certification.oshwa.org/US000918
CA000005,Canada,N+ Bike Shoe Platform,Wearables,CERN,No software,CC BY,2020-11-06T00:00-05:00,3,1,1,https://certification.oshwa.org/CA000005
IL000001,Israel,N32B - Midi Controller,Electronics,Other,MIT,CC 0,2021-04-27T00:00-04:00,3,1,1,https://certification.oshwa.org/IL000001
TH000003,Thailand,Nano-Business Card,Other,Other,No software,Other,2020-10-29T00:00-04:00,3,1,1,https://certification.oshwa.org/TH000003
GR000008,Greece,NanoCell-C3,Electronics,GPL-3.0-only,No software,GPL-3.0-only,2024-02-22T00:00-05:00,3,1,1,https://certification.oshwa.org/GR000008
US002551,United States of America,NASA-JPL Open-Source Rover,Robotics,Other,Apache,Other,2023-10-15T00:00-04:00,3,1,1,https://certification.oshwa.org/US002551
HR000083,Croatia,"Natural gas, LPG sensor MQ5 breakout",Electronics,TAPR,GPL,CC BY-SA,2023-06-09T00:00-04:00,3,1,1,https://certification.oshwa.org/HR000083
HR000093,Croatia,"Natural gas, LPG sensor MQ5 breakout with easyC",Electronics,TAPR,GPL,CC BY-SA,2023-06-10T00:00-04:00,3,1,1,https://certification.oshwa.org/HR000093
US000166,United States of America,Nautilus,3D Printing,Other,LGPL,CC BY-SA,2019-07-10T00:00-04:00,3,1,1,https://certification.oshwa.org/US000166
UK000029,United Kingdom,Nebra microSD card to eMMC Adapter,Electronics,Other,No software,Other,2021-04-22T00:00-04:00,3,1,1,https://certification.oshwa.org/UK000029
IN000013,India,NeoGram,Electronics,CERN,Apache,CC BY-SA,2020-05-10T00:00-04:00,3,1,1,https://certification.oshwa.org/IN000013
US002500,United States of America,NeoKey FeatherWing - Two Mechanical Key Switches with NeoPixels,Electronics,Other,MIT,CC BY-SA,2023-09-14T00:00-04:00,3,1,1,https://certification.oshwa.org/US002500
US002431,United States of America,NeoKey Socket Breakout for CHOC Key Switches with NeoPixel,Electronics,Other,MIT,CC BY-SA,2023-08-22T00:00-04:00,3,1,1,https://certification.oshwa.org/US002431
US002492,United States of America,NeoKey Socket Breakout for Mechanical Key Switches with NeoPixel,Electronics,Other,MIT,CC BY-SA,2023-09-14T00:00-04:00,3,1,1,https://certification.oshwa.org/US002492
