oshwaUid,country,projectName,primaryType,hardwareLicense,softwareLicense,documentationLicense,certificationDate,stars,forks,watchers,directoryUrl
BG000065,Bulgaria,OLIMEX FOSDEM-MUSIC-BOX,Education,CERN,GPL,CC BY-SA,2020-05-10T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000065
BG000117,Bulgaria,OLIMEX GateMateA1-EVB,Electronics,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,2024-02-02T00:00-05:00,3,1,1,https://certification.oshwa.org/BG000117
BG000133,Bulgaria,OLIMEX iCE40HX1K-EVB,Electronics,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,2024-02-22T00:00-05:00,3,1,1,https://certification.oshwa.org/BG000133
BG000132,Bulgaria,OLIMEX iCE40HX8K-EVB,Electronics,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,2024-02-22T00:00-05:00,3,1,1,https://certification.oshwa.org/BG000132
BG000046,Bulgaria,OLIMEX iMX233-OLinuXino-Maxi,Electronics,Other,GPL,CC BY-SA,2019-07-14T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000046
BG000049,Bulgaria,OLIMEX iMX233-OLinuXino-Micro,Electronics,Other,GPL,CC BY-SA,2019-07-14T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000049
BG000048,Bulgaria,OLIMEX iMX233-OLinuXino-Mini,Electronics,Other,GPL,CC BY-SA,2019-07-14T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000048
BG000137,Bulgaria,OLIMEX iMX8MP-SOM-EVB,Electronics,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,2024-06-13T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000137
BG000055,Bulgaria,OLIMEX LCD-OLinuXino-10,Electronics,Other,GPL,CC BY-SA,2019-07-22T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000055
BG000056,Bulgaria,OLIMEX LCD-OLinuXino-15.6,Electronics,Other,GPL,CC BY-SA,2019-07-22T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000056
BG000125,Bulgaria,OLIMEX LCD-OLinuXino-15.6,Electronics,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,2024-02-22T00:00-05:00,3,1,1,https://certification.oshwa.org/BG000125
BG000052,Bulgaria,OLIMEX LCD-OLinuXino-4.3,Electronics,Other,GPL,CC BY-SA,2019-07-22T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000052
BG000053,Bulgaria,OLIMEX LCD-OLinuXino-5CTS,Electronics,Other,GPL,CC BY-SA,2019-07-22T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000053
BG000054,Bulgaria,OLIMEX LCD-OLinuXino-7,Electronics,Other,GPL,CC BY-SA,2019-07-22T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000054
BG000121,Bulgaria,OLIMEX LoRa-STM32WL-DevKit,IOT,CERN-OHL-1.2,GPL-3.0-or-later,CC BY-SA,2024-02-22T00:00-05:00,3,1,1,https://certification.oshwa.org/BG000121
BG000119,Bulgaria,OLIMEX LoRa868,IOT,CERN-OHL-1.2,GPL-3.0-or-later,CC-BY-SA-4.0,2024-02-02T00:00-05:00,3,1,1,https://certification.oshwa.org/BG000119
BG000120,Bulgaria,OLIMEX LoRa915,IOT,CERN-OHL-1.2,GPL-3.0-or-later,CC-BY-SA-4.0,2024-02-02T00:00-05:00,3,1,1,https://certification.oshwa.org/BG000120
BG000025,Bulgaria,OLIMEX Minibot,Education,Other,GPL,CC BY-SA,2019-06-30T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000025
BG000023,Bulgaria,Olimex MOD-ENV,Electronics,CERN,GPL,CC BY-SA,2019-06-24T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000023
BG000058,Bulgaria,OLIMEX NB-IoT-Devkit,IOT,CERN,GPL,CC BY-SA,2019-10-31T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000058
BG000118,Bulgaria,OLIMEX NB-IoT-DevKit,IOT,CERN-OHL-1.2,GPL-3.0-or-later,CC-BY-SA-4.0,2024-02-02T00:00-05:00,3,1,1,https://certification.oshwa.org/BG000118
BG000100,Bulgaria,OLIMEX Neo6502,Electronics,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,2024-02-02T00:00-05:00,3,1,1,https://certification.oshwa.org/BG000100
BG000138,Bulgaria,OLIMEX Neo6502pc,Education,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,2024-06-28T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000138
BG000022,Bulgaria,Olimex OLIMEXINO-2560,Electronics,CERN,GPL,CC BY-SA,2019-06-24T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000022
BG000026,Bulgaria,OLIMEX OLIMEXINO-85,Education,Other,GPL,CC BY-SA,2019-06-30T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000026
BG000074,Bulgaria,Olimex OLIMEXINO-STM32F3,Electronics,CERN,GPL,CC BY-SA,2020-10-29T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000074
BG000027,Bulgaria,OLIMEX OSHW ghost,Education,Other,GPL,CC BY-SA,2019-06-30T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000027
BG000128,Bulgaria,OLIMEX RK3188-SOM-EVB,Electronics,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,2024-02-22T00:00-05:00,3,1,1,https://certification.oshwa.org/BG000128
BG000129,Bulgaria,OLIMEX RK3328-SOM-EVB,Electronics,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,2024-02-22T00:00-05:00,3,1,1,https://certification.oshwa.org/BG000129
BG000104,Bulgaria,OLIMEX RP2040-PICO-PC,Electronics,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,2024-02-02T00:00-05:00,3,1,1,https://certification.oshwa.org/BG000104
BG000103,Bulgaria,OLIMEX RP2040-PICO30,Electronics,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,2024-02-02T00:00-05:00,3,1,1,https://certification.oshwa.org/BG000103
BG000115,Bulgaria,OLIMEX RPI-UEXT-MPQ,Electronics,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,2024-02-02T00:00-05:00,3,1,1,https://certification.oshwa.org/BG000115
BG000101,Bulgaria,OLIMEX RT1010Py,Electronics,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,2024-02-02T00:00-05:00,3,1,1,https://certification.oshwa.org/BG000101
BG000102,Bulgaria,OLIMEX RT1010Py-DevKit,Electronics,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,2024-02-02T00:00-05:00,3,1,1,https://certification.oshwa.org/BG000102
BG000043,Bulgaria,OLIMEX RT5350F-OLinuXino,Electronics,Other,GPL,CC BY-SA,2019-07-14T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000043
BG000044,Bulgaria,OLIMEX RT5350F-OLinuXino-EVB,IOT,Other,GPL,CC BY-SA,2019-07-14T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000044
BG000028,Bulgaria,OLIMEX SIMON-85,Education,Other,GPL,CC BY-SA,2019-06-30T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000028
BG000122,Bulgaria,OLIMEX STMP157-OLinuXino-LIME2,Electronics,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,2024-02-22T00:00-05:00,3,1,1,https://certification.oshwa.org/BG000122
BG000029,Bulgaria,OLIMEX TuxCon Kitty,Education,Other,GPL,CC BY-SA,2019-06-30T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000029
BG000112,Bulgaria,OLIMEX UEXT-MPQ,Electronics,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,2024-02-02T00:00-05:00,3,1,1,https://certification.oshwa.org/BG000112
BG000114,Bulgaria,OLIMEX UEXT-P4Q,Electronics,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,2024-02-02T00:00-05:00,3,1,1,https://certification.oshwa.org/BG000114
BG000113,Bulgaria,OLIMEX UEXT-PQ,Electronics,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,2024-02-02T00:00-05:00,3,1,1,https://certification.oshwa.org/BG000113
BG000030,Bulgaria,OLIMEX URC,Education,CERN,GPL,CC BY-SA,2019-06-30T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000030
BG000105,Bulgaria,OLIMEX USB-4SERIAL,Electronics,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,2024-02-02T00:00-05:00,3,1,1,https://certification.oshwa.org/BG000105
BG000059,Bulgaria,OLIMEX USB-Gigabit,Electronics,CERN,No software,CC BY-SA,2019-10-31T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000059
BG000064,Bulgaria,OLIMEX USB-gLINK industrial LTE,IOT,CERN,GPL,CC BY-SA,2020-05-10T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000064
BG000139,Bulgaria,OLIMEX USB-NeoHUB,Electronics,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,2024-07-02T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000139
BG000051,Bulgaria,OLIMEX USB-SATA,Electronics,CERN,GPL,CC BY-SA,2019-07-23T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000051
BG000063,Bulgaria,OLIMEX-A20-CAN-ISO,Electronics,CERN,GPL,CC BY-SA,2020-03-17T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000063
BG000083,Bulgaria,OLIMEX-ESP32-C3-DEVKIT-LIPO,Electronics,CERN,GPL-3.0-or-later,CC-BY-SA-4.0,2022-10-12T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000083
BG000098,Bulgaria,OLIMEX-ESP32-H2-DevKit-Lipo,IOT,CERN-OHL-S-2.0,GPL-3.0-or-later,CC BY-SA,2024-02-02T00:00-05:00,3,1,1,https://certification.oshwa.org/BG000098
BG000145,Bulgaria,OLIMEX-ESP32-P4,IOT,CERN-OHL-S-2.0,GPL,CC-BY-SA-4.0,2025-01-16T00:00-05:00,3,1,1,https://certification.oshwa.org/BG000145
BG000136,Bulgaria,OLIMEX-iMX8MPlus-SOM,Electronics,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,2024-06-03T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000136
BG000087,Bulgaria,OLIMEX-OSHW-GHOST,Electronics,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,2022-10-21T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000087
BG000146,Bulgaria,OLIMEX-RP2040-PICO30,Electronics,CERN-OHL-S-2.0,GPL,CC-BY-SA-4.0,2025-01-16T00:00-05:00,3,1,1,https://certification.oshwa.org/BG000146
BG000148,Bulgaria,OLIMEX-RP2040pc,Electronics,CERN-OHL-S-2.0,GPL,CC-BY-SA-4.0,2025-01-16T00:00-05:00,3,1,1,https://certification.oshwa.org/BG000148
BG000149,Bulgaria,OLIMEX-RP2350-PICO2-XXL,Electronics,CERN-OHL-S-2.0,GPL,CC-BY-SA-4.0,2025-01-16T00:00-05:00,3,1,1,https://certification.oshwa.org/BG000149
BG000084,Bulgaria,OLIMEX-STMP15X-SHIELD,Electronics,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,2022-10-21T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000084
BG000086,Bulgaria,OLIMEX-Ultra-Sound-Levitation,Electronics,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,2022-10-21T00:00-04:00,3,1,1,https://certification.oshwa.org/BG000086
DZ000001,Algeria,Omnimo nRF52840,Electronics,CERN-OHL-S-2.0,MIT,CC BY-SA,2025-09-19T00:00-04:00,3,1,1,https://certification.oshwa.org/DZ000001
NZ000001,New Zealand,OneRNG,Electronics,Other,GPL,Other,2016-10-08T00:00-04:00,3,1,1,https://certification.oshwa.org/NZ000001
AU000003,Australia,Onewire Softdevices,Home Connection,TAPR,GPL,Other,2018-12-27T00:00-05:00,3,1,1,https://certification.oshwa.org/AU000003
US002053,United States of America,Open Acidification Tank Controller,Science,CERN-OHL-W-2.0,Mozilla,CC BY,2021-09-29T00:00-04:00,3,1,1,https://certification.oshwa.org/US002053
US002767,United States of America,Open Beam Interface,Science,CERN-OHL-W-2.0,Apache,Other,2025-08-07T00:00-04:00,3,1,1,https://certification.oshwa.org/US002767
TR000002,Turkey,Open CIMcoder,Robotics,Solderpad,No software,CC BY-SA,2021-02-04T00:00-05:00,3,1,1,https://certification.oshwa.org/TR000002
US002138,United States of America,Open Colorimeter,Science,CC-BY-4.0,MIT,CC-BY-4.0,2022-12-12T00:00-05:00,3,1,1,https://certification.oshwa.org/US002138
AT000005,Austria,Open Gamma Detector,Science,GPL-3.0-or-later,GPL-3.0-or-later,GPL-3.0-or-later,2023-04-18T00:00-04:00,3,1,1,https://certification.oshwa.org/AT000005
AT000003,Austria,Open Gamma Detector,Science,GPL-3.0-or-later,GPL-3.0-or-later,GPL-3.0-or-later,2022-12-21T00:00-05:00,3,1,1,https://certification.oshwa.org/AT000003
AT000008,Austria,Open Gamma Detector,Science,GPL-3.0-or-later,GPL-3.0-or-later,GPL-3.0-or-later,2023-12-08T00:00-05:00,3,1,1,https://certification.oshwa.org/AT000008
US000133,United States of America,Open Hardware Summit 2018 badge,Electronics,CERN,No software,Other,2018-07-26T00:00-04:00,3,1,1,https://certification.oshwa.org/US000133
US000214,United States of America,Open Hardware Summit 2020 badge,Electronics,CERN,MIT,CC BY-SA,2020-01-13T00:00-05:00,3,1,1,https://certification.oshwa.org/US000214
CN000016,China,open HAT-PCIe,Electronics,CC-BY-4.0,CC-BY-4.0,CC-BY-4.0,2024-08-15T00:00-04:00,3,1,1,https://certification.oshwa.org/CN000016
US002747,United States of America,Open Luminaire,Other,CERN-OHL-S-2.0,CERN-OHL-S-2.0,CERN-OHL-S-2.0,2025-06-20T00:00-04:00,3,1,1,https://certification.oshwa.org/US002747
US002537,United States of America,Open Muscle Forearm Band,Wearables,GPL-3.0-only,MIT,Other,2023-10-04T00:00-04:00,3,1,1,https://certification.oshwa.org/US002537
CH000018,Switzerland,Open Pedalboard Audio/MIDI Platform,Sound,CERN-OHL-P-2.0,GPL-3.0-only,GPL-3.0-only,2023-07-20T00:00-04:00,3,1,1,https://certification.oshwa.org/CH000018
CH000023,Switzerland,Open Pedalboard Audio/MIDI Platform - Mainboard,Sound,CERN-OHL-P-2.0,GPL-3.0-or-later,GPL-3.0-or-later,2025-03-14T00:00-04:00,3,1,1,https://certification.oshwa.org/CH000023
CA000050,Canada,Open Playback Recorder,Tool,CERN-OHL-W-2.0,GPL-3.0-only,CC BY-SA,2024-07-18T00:00-04:00,3,1,1,https://certification.oshwa.org/CA000050
CN000014,China,open PoE+ Pi HAT,Electronics,CC-BY-SA-4.0,No software,CC-BY-SA-4.0,2024-05-16T00:00-04:00,3,1,1,https://certification.oshwa.org/CN000014
AU000002,Australia,Open Source Lonely Roads,Sound,Other,Other,CC BY-SA,2017-10-21T00:00-04:00,3,1,1,https://certification.oshwa.org/AU000002
US000125,United States of America,Open Source Turtle Robot (OSTR),Robotics,Other,Other,CC BY-SA,2018-04-17T00:00-04:00,3,1,1,https://certification.oshwa.org/US000125
BR000007,Brazil,Open Stim - Arduino-based Electrical Stimulator for Electrophysiology Experiments,Science,CERN,MIT,CC BY-SA,2021-07-02T00:00-04:00,3,1,1,https://certification.oshwa.org/BR000007
US002163,United States of America,Open Upcell,Electronics,CERN,MIT,CC BY,2023-01-18T00:00-05:00,3,1,1,https://certification.oshwa.org/US002163
US002051,United States of America,Open Vision Computer,Robotics,CERN-OHL-P-2.0,Apache,CC BY,2021-08-30T00:00-04:00,3,1,1,https://certification.oshwa.org/US002051
DE000134,Germany,Open-MAC,Science,GPL-3.0-or-later,GPL-3.0-or-later,CC-BY-4.0,2023-02-24T00:00-05:00,3,1,1,https://certification.oshwa.org/DE000134
CH000001,Switzerland,Open.Theremin,Sound,Other,LGPL,Other,2016-10-08T00:00-04:00,3,1,1,https://certification.oshwa.org/CH000001
FR000011,France,Open433,Home Connection,CERN,GPL,CC BY-SA,2020-06-23T00:00-04:00,3,1,1,https://certification.oshwa.org/FR000011
US001095,United States of America,OpenAir Cyan,Environmental,CERN,GPL,CC BY-SA,2021-03-24T00:00-04:00,3,1,1,https://certification.oshwa.org/US001095
US002380,United States of America,OpenASAP,Science,GPL-3.0-or-later,GPL-3.0-or-later,Other,2023-08-02T00:00-04:00,3,1,1,https://certification.oshwa.org/US002380
DE000123,Germany,OpenBCI cEEGrid Adapter,Wearables,Other,Other,CC BY-SA,2022-02-04T00:00-05:00,3,1,1,https://certification.oshwa.org/DE000123
US000080,United States of America,OpenBCI Dongle,Electronics,Other,Other,CC BY-SA,2017-09-15T00:00-04:00,3,1,1,https://certification.oshwa.org/US000080
DE000002,Germany,OpenCEM 3340,Sound,Other,Other,CC BY-SA,2016-11-10T00:00-04:00,3,1,1,https://certification.oshwa.org/DE000002
SE000023,Sweden,OpenDosimeter,Science,GPL-3.0-only,GPL-3.0-only,GPL-3.0-only,2024-08-29T00:00-04:00,3,1,1,https://certification.oshwa.org/SE000023
CH000005,Switzerland,OpenDrop Digital Microfluidics Platform,Electronics,Other,GPL,Other,2018-06-21T00:00-04:00,3,1,1,https://certification.oshwa.org/CH000005
US002638,United States of America,OpenFlume,Science,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-05-16T00:00-04:00,3,1,1,https://certification.oshwa.org/US002638
NL000006,Netherlands,OpenHumidistat,Science,CERN-OHL-S-2.0,GPL,CC BY-SA,2021-12-08T00:00-05:00,3,1,1,https://certification.oshwa.org/NL000006
PA000005,Panama,OpenMCT: an open-source DC motor control educational kit,Education,CC-BY-4.0,CC-BY-4.0,CC-BY-4.0,2026-01-30T00:00-05:00,3,1,1,https://certification.oshwa.org/PA000005
BE000002,Belgium,OpenPicoAmp-100k,Science,Other,No software,CC BY-SA,2020-02-26T00:00-05:00,3,1,1,https://certification.oshwa.org/BE000002
CA000028,Canada,OpenRetroMGB,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2023-05-21T00:00-04:00,3,1,1,https://certification.oshwa.org/CA000028
UK000042,United Kingdom,OpenScout,Robotics,CERN-OHL-W-2.0,GPL-3.0-only,CC BY-SA,2022-09-15T00:00-04:00,3,1,1,https://certification.oshwa.org/UK000042
CN000021,China,Openterface KVM Ext. for uConsole,Tool,CERN-OHL-S-2.0,GPL-3.0-only,CC-BY-SA-4.0,2025-08-28T00:00-04:00,3,1,1,https://certification.oshwa.org/CN000021
CN000015,China,Openterface Mini-KVM,Tool,CERN-OHL-S-2.0,GPL-3.0-only,CC-BY-SA-4.0,2024-06-13T00:00-04:00,3,1,1,https://certification.oshwa.org/CN000015
IN000064,India,OpenThruster,Robotics,CERN-OHL-P-2.0,No software,CERN-OHL-P-2.0,2025-03-28T00:00-04:00,3,1,1,https://certification.oshwa.org/IN000064
AU000019,Australia,OpenXstim,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2025-06-26T00:00-04:00,3,1,1,https://certification.oshwa.org/AU000019
UK000008,United Kingdom,OptoGenie,Science,CERN,GPL,CC BY,2020-05-05T00:00-04:00,3,1,1,https://certification.oshwa.org/UK000008
AU000006,Australia,OrangeCrab,Electronics,CERN,MIT,Other,2020-01-30T00:00-05:00,3,1,1,https://certification.oshwa.org/AU000006
AU000015,Australia,OrangeCrab,Electronics,CERN-OHL-1.2,MIT,Other,2023-09-18T00:00-04:00,3,1,1,https://certification.oshwa.org/AU000015
CZ000002,Czech Republic,Original Prusa MINI,3D Printing,Other,GPL,Other,2020-11-17T00:00-05:00,3,1,1,https://certification.oshwa.org/CZ000002
NL000019,Netherlands,Orthosie,IOT,CERN-OHL-P-2.0,CERN-OHL-P-2.0,CERN-OHL-P-2.0,2024-04-05T00:00-04:00,3,1,1,https://certification.oshwa.org/NL000019
US000073,United States of America,OSH Park Badge,Electronics,Other,No software,CC BY,2017-08-17T00:00-04:00,3,1,1,https://certification.oshwa.org/US000073
US002665,United States of America,OSUMGP-RP2040,Electronics,CC-BY-4.0,MIT,CC-BY-4.0,2024-08-15T00:00-04:00,3,1,1,https://certification.oshwa.org/US002665
CL000004,Chile,OTTAA Press&Press,Other,CERN,No software,CC BY-SA,2021-10-07T00:00-04:00,3,1,1,https://certification.oshwa.org/CL000004
CL000003,Chile,OTTAA Scroll&Press,Other,CERN,No software,CC BY-SA,2021-09-29T00:00-04:00,3,1,1,https://certification.oshwa.org/CL000003
CL000002,Chile,OTTAA Sip&Puff,Other,CERN,No software,CC BY-SA,2021-03-18T00:00-04:00,3,1,1,https://certification.oshwa.org/CL000002
DE000111,Germany,OtterCastAmp,Electronics,Other,GPL,CC BY-SA,2021-04-26T00:00-04:00,3,1,1,https://certification.oshwa.org/DE000111
DE000109,Germany,OtterCastAudioV2,Sound,Other,GPL,CC BY-SA,2021-04-19T00:00-04:00,3,1,1,https://certification.oshwa.org/DE000109
US002763,United States of America,OtterX,Electronics,CERN-OHL-W-2.0,No software,CERN-OHL-W-2.0,2025-07-16T00:00-04:00,3,1,1,https://certification.oshwa.org/US002763
CH000017,Switzerland,Ötz-T: 3D-printed open-source turbidity sensor with Arduino shield for suspended sediment monitoring,Environmental,GPL-3.0-only,GPL-3.0-only,GPL-3.0-only,2022-11-08T00:00-05:00,3,1,1,https://certification.oshwa.org/CH000017
PL000018,Poland,Owner avatar simple-safe-bike-lights,Electronics,CERN,CC-BY-SA-4.0,GPL,2024-06-27T00:00-04:00,3,1,1,https://certification.oshwa.org/PL000018
HR000088,Croatia,Ozone sensor MQ131 breakout,Electronics,TAPR,GPL,CC BY-SA,2023-06-10T00:00-04:00,3,1,1,https://certification.oshwa.org/HR000088
HR000098,Croatia,Ozone sensor MQ131 breakout with easyC,Electronics,TAPR,GPL,CC BY-SA,2023-06-10T00:00-04:00,3,1,1,https://certification.oshwa.org/HR000098
ES000025,Spain,Pant 5x5 neopixel 2020,Education,CERN-OHL-P-2.0,No software,CC BY-SA,2021-09-30T00:00-04:00,3,1,1,https://certification.oshwa.org/ES000025
UK000017,United Kingdom,PaPiRus HAT,Electronics,Other,Other,CC BY-SA,2020-10-02T00:00-04:00,3,1,1,https://certification.oshwa.org/UK000017
UK000018,United Kingdom,PaPiRus Zero,Electronics,Other,Other,CC BY-SA,2020-10-02T00:00-04:00,3,1,1,https://certification.oshwa.org/UK000018
US002161,United States of America,PAPRa,Wearables,CERN-OHL-P-2.0,MIT,CC-BY-4.0,2023-01-12T00:00-05:00,3,1,1,https://certification.oshwa.org/US002161
ES000004,Spain,Parametric optical filter stage,Science,CERN,LGPL,CC BY,2019-07-23T00:00-04:00,3,1,1,https://certification.oshwa.org/ES000004
US002170,United States of America,PB86 Step Switch Breadboard-Friendly Breakout PCB - Pack of 12,Electronics,Other,MIT,CC BY-SA,2023-02-24T00:00-05:00,3,1,1,https://certification.oshwa.org/US002170
CA000002,Canada,PC Henshin,Electronics,CERN,GPL,Other,2017-10-17T00:00-04:00,3,1,1,https://certification.oshwa.org/CA000002
HR000036,Croatia,PCB breadboard/protoboard,Electronics,TAPR,No software,CC BY-SA,2023-03-09T00:00-05:00,3,1,1,https://certification.oshwa.org/HR000036
SK000002,Slovakia,PCB coil joule thief,Electronics,CERN,No software,CC BY,,3,1,1,https://certification.oshwa.org/SK000002
US002456,United States of America,PCB for iCufflinks and iNecklace,Electronics,Other,MIT,CC BY-SA,2023-09-08T00:00-04:00,3,1,1,https://certification.oshwa.org/US002456
SE000017,Sweden,PCB Holder / Ruler,Manufacturing,CERN-OHL-1.2,No software,Other,2022-02-11T00:00-05:00,3,1,1,https://certification.oshwa.org/SE000017
SK000001,Slovakia,PCB stepper motor,Electronics,CERN,GPL,CC BY,2018-11-18T00:00-05:00,3,1,1,https://certification.oshwa.org/SK000001
PL000015,Poland,PCIEX4X16,Electronics,CERN-OHL-1.2,Other,CC-BY-4.0,2023-04-18T00:00-04:00,3,1,1,https://certification.oshwa.org/PL000015
CH000019,Switzerland,Pedalboard LED ring,Sound,CERN-OHL-P-2.0,GPL-3.0-or-later,GPL-3.0-or-later,2023-08-02T00:00-04:00,3,1,1,https://certification.oshwa.org/CH000019
FR000025,France,Pedro Robot,Robotics,CERN,Apache,CC BY-SA,2025-02-28T00:00-05:00,3,1,1,https://certification.oshwa.org/FR000025
US000102,United States of America,Pelican Rain Tarp,Other,Other,No software,CC BY-SA,2018-01-25T00:00-04:00,3,1,1,https://certification.oshwa.org/US000102
IN000014,India,penguin-learn-to-solder-badge,Education,Other,No software,Other,2020-05-11T00:00-04:00,3,1,1,https://certification.oshwa.org/IN000014
AZ000001,Azerbaijan,Penguino 4260 Feather,Electronics,CERN,No software,CC BY-SA,2020-04-27T00:00-04:00,3,1,1,https://certification.oshwa.org/AZ000001
AZ000002,Azerbaijan,Penguino Feather SAMR34,Electronics,CERN,No software,CC BY-SA,2020-04-27T00:00-04:00,3,1,1,https://certification.oshwa.org/AZ000002
AZ000003,Azerbaijan,Penguino LoRa-E5 STM32WL,IOT,CERN,No software,CC BY-SA,2021-03-24T00:00-04:00,3,1,1,https://certification.oshwa.org/AZ000003
AZ000004,Azerbaijan,Penguino STM32WL MAMWLE-xx,Electronics,CERN-OHL-S-2.0,No software,CC-BY-SA-4.0,2023-10-23T00:00-04:00,3,1,1,https://certification.oshwa.org/AZ000004
CH000013,Switzerland,PewPew LCD,Education,CC-BY-SA-4.0,Apache,CC-BY-SA-4.0,2022-05-06T00:00-04:00,3,1,1,https://certification.oshwa.org/CH000013
US000076,United States of America,pH Probe Interface,Tool,Other,Other,Other,2017-09-01T00:00-04:00,3,1,1,https://certification.oshwa.org/US000076
CL000005,Chile,Phecda,IOT,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,2023-10-15T00:00-04:00,3,1,1,https://certification.oshwa.org/CL000005
NL000030,Netherlands,Philophrosyne,Electronics,CERN-OHL-P-2.0,GPL-3.0-or-later,CC-BY-4.0,2025-06-12T00:00-04:00,3,1,1,https://certification.oshwa.org/NL000030
AU000018,Australia,Photon Power Zero,IOT,CERN-OHL-S-2.0,CERN-OHL-S-2.0,CERN-OHL-S-2.0,2024-12-13T00:00-05:00,3,1,1,https://certification.oshwa.org/AU000018
US002764,United States of America,Physarum Smartwatch,Wearables,CERN,GPL,CC 0,2025-07-31T00:00-04:00,3,1,1,https://certification.oshwa.org/US002764
UK000020,United Kingdom,Pi Crust,Electronics,Other,Other,CC BY-SA,2020-10-02T00:00-04:00,3,1,1,https://certification.oshwa.org/UK000020
UK000021,United Kingdom,Pi Crust Plus,Electronics,Other,Other,CC BY-SA,2020-10-02T00:00-04:00,3,1,1,https://certification.oshwa.org/UK000021
UK000022,United Kingdom,Pi Crust ProtoHAT,Electronics,Other,Other,CC BY-SA,2020-10-02T00:00-04:00,3,1,1,https://certification.oshwa.org/UK000022
US000118,United States of America,Pi Fets,Electronics,Other,GPL,CC BY-SA,2018-03-06T00:00-04:00,3,1,1,https://certification.oshwa.org/US000118
MU000009,Mauritius,Pi Screw,Electronics,Other,No software,Other,2022-04-20T00:00-04:00,3,1,1,https://certification.oshwa.org/MU000009
UK000019,United Kingdom,Pi Supply Switch,Electronics,Other,Other,CC BY-SA,2020-10-02T00:00-04:00,3,1,1,https://certification.oshwa.org/UK000019
